AGGIORNAMENTO,CODICE_ISTAT,COMUNE,PROVINCIA,POSITIVI,NEGATIVI
2021-05-29,67001,ALBA ADRIATICA,TE,761,5505
2021-05-29,67002,ANCARANO,TE,183,765
2021-05-29,67003,ARSITA,TE,67,415
2021-05-29,67004,ATRI,TE,800,8602
2021-05-29,67005,BASCIANO,TE,261,1655
2021-05-29,67006,BELLANTE,TE,535,4012
2021-05-29,67007,BISENTI,TE,175,1193
2021-05-29,67008,CAMPLI,TE,679,4775
2021-05-29,67009,CANZANO,TE,182,1291
2021-05-29,67010,CASTEL CASTAGNA,TE,57,210
2021-05-29,67011,CASTELLALTO,TE,740,4876
2021-05-29,67012,CASTELLI,TE,99,565
2021-05-29,67013,CASTIGLIONE MESSER RAIMONDO,TE,136,1349
2021-05-29,67014,CASTILENTI,TE,165,957
2021-05-29,67015,CELLINO ATTANASIO,TE,218,1174
2021-05-29,67016,CERMIGNANO,TE,213,1071
2021-05-29,67017,CIVITELLA DEL TRONTO,TE,544,3229
2021-05-29,67018,COLLEDARA,TE,141,1128
2021-05-29,67019,COLONNELLA,TE,375,1336
2021-05-29,67020,CONTROGUERRA,TE,132,1122
2021-05-29,67021,CORROPOLI,TE,302,2358
2021-05-29,67022,CORTINO,TE,42,323
2021-05-29,67023,CROGNALETO,TE,217,1069
2021-05-29,67024,FANO ADRIANO,TE,15,161
2021-05-29,67025,GIULIANOVA,TE,2141,15737
2021-05-29,67026,ISOLA DEL GRAN SASSO D'ITALIA,TE,491,3090
2021-05-29,67047,MARTINSICURO,TE,1368,6534
2021-05-29,67027,MONTEFINO,TE,82,569
2021-05-29,67028,MONTORIO AL VOMANO,TE,1080,6346
2021-05-29,67029,MORRO D'ORO,TE,417,1957
2021-05-29,67030,MOSCIANO SANT'ANGELO,TE,716,5487
2021-05-29,67031,NERETO,TE,472,3792
2021-05-29,67032,NOTARESCO,TE,557,3443
2021-05-29,67033,PENNA SANT'ANDREA,TE,125,965
2021-05-29,67034,PIETRACAMELA,TE,3,87
2021-05-29,67035,PINETO,TE,1039,7848
2021-05-29,67036,ROCCA SANTA MARIA,TE,70,490
2021-05-29,67037,ROSETO DEGLI ABRUZZI,TE,1711,12493
2021-05-29,67038,SANT'EGIDIO ALLA VIBRATA,TE,756,4450
2021-05-29,67039,SANT'OMERO,TE,393,3718
2021-05-29,67040,SILVI,TE,976,6618
2021-05-29,67041,TERAMO,TE,4474,52578
2021-05-29,67042,TORANO NUOVO,TE,121,883
2021-05-29,67043,TORRICELLA SICURA,TE,289,2339
2021-05-29,67044,TORTORETO,TE,818,6207
2021-05-29,67045,TOSSICIA,TE,115,844
2021-05-29,67046,VALLE CASTELLANA,TE,73,305
